          ;        9955;   ;Filtro    ;Inicio                                  ;30052013      ;101805;10.170.1.9     ;OK ;                    ;Inicio de filtrado                                                      
9924689055;       10505;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;103809;10.170.1.9     ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
9924689055;       10505;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;103819;10.170.1.9     ;OK ;597026007976        ;Datos validados                                                         
9924689055;       10505;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;103819;10.170.1.9     ;OK ;597026007976        ;Token=e77a7270f61f8ae8c2754b7463fb0725bf205a6e1bbafdcd6c3bb18747154b4d  
9924689055;       10505;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;103819;10.170.1.9     ;OK ;597026007976        ;Redireccion web                                                         
9924689055;       10505;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;103819;10.170.1.9     ;OK ;597026007976        ;Todo OK                                                                 
          ;       10521;   ;Filtro    ;Inicio                                  ;30052013      ;103856;10.170.1.9     ;OK ;                    ;Inicio de filtrado                                                      
          ;       10521;   ;Filtro    ;tbk_param.txt                           ;30052013      ;103856;10.170.1.9     ;OK ;                    ;Archivo parseado                                                        
          ;       10521;   ;Filtro    ;Terminado                               ;30052013      ;103856;10.170.1.9     ;OK ;                    ;Datos Filtrados con exito                                               
          ;       10521;   ;sanitiza  ;inicio                                  ;30052013      ;103856;10.170.1.9     ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       10521;   ;sanitiza  ;Array                                   ;30052013      ;103856;10.170.1.9     ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       10521;   ;sanitiza  ;Fin                                     ;30052013      ;103856;10.170.1.9     ;Ok ;                    ;Sanitizacion exitosa                                                    
9924736514;       10521;   ;pago      ;inicio                                  ;30052013      ;103856;10.170.1.9     ;OK ;597026007976        ;Parseo realizado                                                        
9924736514;       10521;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;103856;10.170.1.9     ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
9924736514;       10521;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;103856;10.170.1.9     ;OK ;597026007976        ;Mac generado                                                            
9924736514;       10521;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;103856;10.170.1.9     ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
9924736514;       10521;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;103856;10.170.1.9     ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
9924736514;       10521;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;103856;10.170.1.9     ;OK ;597026007976        ;Datos listos para ser enviados                                          
9924736514;       10521;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;103856;10.170.1.9     ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
9924736514;       10521;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;103903;10.170.1.9     ;OK ;597026007976        ;Datos validados                                                         
9924736514;       10521;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;103903;10.170.1.9     ;OK ;597026007976        ;Token=ed18492aa32788bf5fff8700d9572f145d2f7932d9c6175412cf1a65bcbff15a  
9924736514;       10521;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;103903;10.170.1.9     ;OK ;597026007976        ;Redireccion web                                                         
9924736514;       10521;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;103903;10.170.1.9     ;OK ;597026007976        ;Todo OK                                                                 
          ;       10911;   ;Filtro    ;Inicio                                  ;30052013      ;105515;10.170.1.9     ;OK ;                    ;Inicio de filtrado                                                      
          ;       10911;   ;Filtro    ;tbk_param.txt                           ;30052013      ;105515;10.170.1.9     ;OK ;                    ;Archivo parseado                                                        
          ;       10911;   ;Filtro    ;Terminado                               ;30052013      ;105515;10.170.1.9     ;OK ;                    ;Datos Filtrados con exito                                               
          ;       10911;   ;sanitiza  ;inicio                                  ;30052013      ;105515;10.170.1.9     ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       10911;   ;sanitiza  ;Array                                   ;30052013      ;105515;10.170.1.9     ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       10911;   ;sanitiza  ;Fin                                     ;30052013      ;105515;10.170.1.9     ;Ok ;                    ;Sanitizacion exitosa                                                    
9925715561;       10911;   ;pago      ;inicio                                  ;30052013      ;105515;10.170.1.9     ;OK ;597026007976        ;Parseo realizado                                                        
9925715561;       10911;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;105515;10.170.1.9     ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
9925715561;       10911;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;105515;10.170.1.9     ;OK ;597026007976        ;Mac generado                                                            
9925715561;       10911;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;105515;10.170.1.9     ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
9925715561;       10911;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;105515;10.170.1.9     ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
9925715561;       10911;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;105515;10.170.1.9     ;OK ;597026007976        ;Datos listos para ser enviados                                          
9925715561;       10911;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;105515;10.170.1.9     ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
9925715561;       10911;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;105528;10.170.1.9     ;OK ;597026007976        ;Datos validados                                                         
9925715561;       10911;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;105528;10.170.1.9     ;OK ;597026007976        ;Token=e31e17cd0d2e44e432a17519e948a0468beacb6c9f4f8f5b70cf4bb1f7e2d1a9  
9925715561;       10911;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;105528;10.170.1.9     ;OK ;597026007976        ;Redireccion web                                                         
9925715561;       10911;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;105528;10.170.1.9     ;OK ;597026007976        ;Todo OK                                                                 
          ;       24006;   ;Filtro    ;Inicio                                  ;30052013      ;163719;10.170.1.9     ;OK ;                    ;Inicio de filtrado                                                      
          ;       24006;   ;Filtro    ;tbk_param.txt                           ;30052013      ;163719;10.170.1.9     ;OK ;                    ;Archivo parseado                                                        
          ;       24006;   ;Filtro    ;Terminado                               ;30052013      ;163719;10.170.1.9     ;OK ;                    ;Datos Filtrados con exito                                               
          ;       24006;   ;sanitiza  ;inicio                                  ;30052013      ;163719;10.170.1.9     ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       24006;   ;sanitiza  ;Array                                   ;30052013      ;163719;10.170.1.9     ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       24006;   ;sanitiza  ;Fin                                     ;30052013      ;163719;10.170.1.9     ;Ok ;                    ;Sanitizacion exitosa                                                    
9946239489;       24006;   ;pago      ;inicio                                  ;30052013      ;163719;10.170.1.9     ;OK ;597026007976        ;Parseo realizado                                                        
9946239489;       24006;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;163719;10.170.1.9     ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
9946239489;       24006;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;163719;10.170.1.9     ;OK ;597026007976        ;Mac generado                                                            
9946239489;       24006;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;163719;10.170.1.9     ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
9946239489;       24006;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;163719;10.170.1.9     ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
9946239489;       24006;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;163719;10.170.1.9     ;OK ;597026007976        ;Datos listos para ser enviados                                          
9946239489;       24006;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;163719;10.170.1.9     ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
9946239489;       24006;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;163731;10.170.1.9     ;OK ;597026007976        ;Datos validados                                                         
9946239489;       24006;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;163731;10.170.1.9     ;OK ;597026007976        ;Token=e290e31ea1ffbf9d305d597eae1ddedd1e29eadf601eedd4bb3caf35cceaa430  
9946239489;       24006;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;163731;10.170.1.9     ;OK ;597026007976        ;Redireccion web                                                         
9946239489;       24006;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;163731;10.170.1.9     ;OK ;597026007976        ;Todo OK                                                                 
          ;       24056;   ;resultado ;Desencriptando                          ;30052013      ;163929;10.170.1.9     ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;       24056;   ;resultado ;Validacion                              ;30052013      ;163929;10.170.1.9     ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;       24056;   ;resultado ;OC_20130530163704                       ;30052013      ;163929;10.170.1.9     ;OK ;                    ;Parseo de los datos                                                     
          ;       24056;   ;resultado ;OC_20130530163704                       ;30052013      ;163929;10.170.1.9     ;OK ;                    ;http://cert.multipay.cl/wp/webpay/check                                 
9946239489;       24056;   ;transacc  ;9946239489                              ;30052013      ;163929;10.170.1.9     ;OK ;597026007976        ;conectandose al port :(80)                                              
9946239489;       24056;   ;resultado ;fallo abrir_conexion                    ;30052013      ;164032;10.170.1.9     ; -2;597026007976        ;No pudo abrir socket para conex-com                                     
          ;       24056;   ;resultado ;OC_20130530163704                       ;30052013      ;164032;10.170.1.9     ;OK ;                    ;tienda NO acepto transaccion                                            
          ;       24056;   ;resultado ;OC_20130530163704                       ;30052013      ;164032;10.170.1.9     ;OK ;                    ;respuesta enviada a TBK (ERR)                                           
9946239489;       24056;   ;resultado ;datoscom                                ;30052013      ;164032;10.170.1.9     ;Ok ;597026007976        ;Error al conectar servidor especificado (42)                            
          ;       24056;   ;resultado ;OC_20130530163704                       ;30052013      ;164032;10.170.1.9     ;ERR;                    ;42                                                                      
          ;       24197;   ;resultado ;                                        ;30052013      ;164050;10.170.1.9     ;OK ;                    ;respuesta enviada a TBK (ERR)                                           
          ;       24197;   ;resultado ;datoscom                                ;30052013      ;164050;10.170.1.9     ;Ok ;                    ;Error de Lectura en el Input (1)                                        
          ;       24197;   ;resultado ;                                        ;30052013      ;164050;10.170.1.9     ;ERR;                    ;1                                                                       
          ;       24290;   ;Filtro    ;Inicio                                  ;30052013      ;164242;10.170.1.9     ;OK ;                    ;Inicio de filtrado                                                      
          ;       24290;   ;Filtro    ;tbk_param.txt                           ;30052013      ;164242;10.170.1.9     ;OK ;                    ;Archivo parseado                                                        
          ;       24290;   ;Filtro    ;Terminado                               ;30052013      ;164242;10.170.1.9     ;OK ;                    ;Datos Filtrados con exito                                               
          ;       24290;   ;sanitiza  ;inicio                                  ;30052013      ;164242;10.170.1.9     ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       24290;   ;sanitiza  ;Array                                   ;30052013      ;164242;10.170.1.9     ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       24290;   ;sanitiza  ;Fin                                     ;30052013      ;164242;10.170.1.9     ;Ok ;                    ;Sanitizacion exitosa                                                    
9946562834;       24290;   ;pago      ;inicio                                  ;30052013      ;164242;10.170.1.9     ;OK ;597026007976        ;Parseo realizado                                                        
9946562834;       24290;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;164242;10.170.1.9     ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
9946562834;       24290;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;164242;10.170.1.9     ;OK ;597026007976        ;Mac generado                                                            
9946562834;       24290;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;164242;10.170.1.9     ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
9946562834;       24290;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;164242;10.170.1.9     ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
9946562834;       24290;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;164242;10.170.1.9     ;OK ;597026007976        ;Datos listos para ser enviados                                          
9946562834;       24290;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;164242;10.170.1.9     ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
9946562834;       24290;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;164250;10.170.1.9     ;OK ;597026007976        ;Datos validados                                                         
9946562834;       24290;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;164250;10.170.1.9     ;OK ;597026007976        ;Token=e60363d6c8e3df39b6ed8d2d04054a5b7af485ca3839493082a693a0d11cc47c  
9946562834;       24290;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;164250;10.170.1.9     ;OK ;597026007976        ;Redireccion web                                                         
9946562834;       24290;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;164250;10.170.1.9     ;OK ;597026007976        ;Todo OK                                                                 
          ;       24334;   ;resultado ;Desencriptando                          ;30052013      ;164458;10.170.1.9     ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;       24334;   ;resultado ;Validacion                              ;30052013      ;164458;10.170.1.9     ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;       24334;   ;resultado ;OC_20130530164240                       ;30052013      ;164458;10.170.1.9     ;OK ;                    ;Parseo de los datos                                                     
          ;       24334;   ;resultado ;OC_20130530164240                       ;30052013      ;164458;10.170.1.9     ;OK ;                    ;http://cert.multipay.cl/wp/webpay/check                                 
9946562834;       24334;   ;transacc  ;9946562834                              ;30052013      ;164458;10.170.1.9     ;OK ;597026007976        ;conectandose al port :(80)                                              
9946562834;       24334;   ;resultado ;fallo abrir_conexion                    ;30052013      ;164601;10.170.1.9     ; -2;597026007976        ;No pudo abrir socket para conex-com                                     
          ;       24334;   ;resultado ;OC_20130530164240                       ;30052013      ;164601;10.170.1.9     ;OK ;                    ;tienda NO acepto transaccion                                            
          ;       24334;   ;resultado ;OC_20130530164240                       ;30052013      ;164601;10.170.1.9     ;OK ;                    ;respuesta enviada a TBK (ERR)                                           
9946562834;       24334;   ;resultado ;datoscom                                ;30052013      ;164601;10.170.1.9     ;Ok ;597026007976        ;Error al conectar servidor especificado (42)                            
          ;       24334;   ;resultado ;OC_20130530164240                       ;30052013      ;164601;10.170.1.9     ;ERR;                    ;42                                                                      
          ;       24779;   ;Filtro    ;Inicio                                  ;30052013      ;165610;10.170.1.9     ;OK ;                    ;Inicio de filtrado                                                      
          ;       24779;   ;Filtro    ;tbk_param.txt                           ;30052013      ;165610;10.170.1.9     ;OK ;                    ;Archivo parseado                                                        
          ;       24779;   ;Filtro    ;Terminado                               ;30052013      ;165610;10.170.1.9     ;OK ;                    ;Datos Filtrados con exito                                               
          ;       24779;   ;sanitiza  ;inicio                                  ;30052013      ;165610;10.170.1.9     ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       24779;   ;sanitiza  ;Array                                   ;30052013      ;165610;10.170.1.9     ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       24779;   ;sanitiza  ;Fin                                     ;30052013      ;165610;10.170.1.9     ;Ok ;                    ;Sanitizacion exitosa                                                    
9947370751;       24779;   ;pago      ;inicio                                  ;30052013      ;165610;10.170.1.9     ;OK ;597026007976        ;Parseo realizado                                                        
9947370751;       24779;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;165610;10.170.1.9     ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
9947370751;       24779;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;165610;10.170.1.9     ;OK ;597026007976        ;Mac generado                                                            
9947370751;       24779;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;165610;10.170.1.9     ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
9947370751;       24779;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;165610;10.170.1.9     ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
9947370751;       24779;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;165610;10.170.1.9     ;OK ;597026007976        ;Datos listos para ser enviados                                          
9947370751;       24779;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;165610;10.170.1.9     ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
9947370751;       24779;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;165622;10.170.1.9     ;OK ;597026007976        ;Datos validados                                                         
9947370751;       24779;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;165622;10.170.1.9     ;OK ;597026007976        ;Token=e9fea6dd60d0051ee1034076bfc8f69ae875ca2a032618726701f1d033ee3cc8  
9947370751;       24779;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;165622;10.170.1.9     ;OK ;597026007976        ;Redireccion web                                                         
9947370751;       24779;   ;pago      ;https://certificacion.webpay.cl         ;30052013      ;165622;10.170.1.9     ;OK ;597026007976        ;Todo OK                                                                 
          ;       24816;   ;resultado ;Desencriptando                          ;30052013      ;165738;10.170.1.9     ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;       24816;   ;resultado ;Validacion                              ;30052013      ;165738;10.170.1.9     ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;       24816;   ;resultado ;OC_20130530165534                       ;30052013      ;165738;10.170.1.9     ;OK ;                    ;Parseo de los datos                                                     
          ;       24816;   ;resultado ;OC_20130530165534                       ;30052013      ;165738;10.170.1.9     ;OK ;                    ;http://cert.multipay.cl/wp/webpay/check                                 
9947370751;       24816;   ;transacc  ;9947370751                              ;30052013      ;165738;10.170.1.9     ;OK ;597026007976        ;conectandose al port :(80)                                              
9947370751;       24816;   ;resultado ;fallo abrir_conexion                    ;30052013      ;165841;10.170.1.9     ; -2;597026007976        ;No pudo abrir socket para conex-com                                     
          ;       24816;   ;resultado ;OC_20130530165534                       ;30052013      ;165841;10.170.1.9     ;OK ;                    ;tienda NO acepto transaccion                                            
          ;       24816;   ;resultado ;OC_20130530165534                       ;30052013      ;165841;10.170.1.9     ;OK ;                    ;respuesta enviada a TBK (ERR)                                           
9947370751;       24816;   ;resultado ;datoscom                                ;30052013      ;165841;10.170.1.9     ;Ok ;597026007976        ;Error al conectar servidor especificado (42)                            
          ;       24816;   ;resultado ;OC_20130530165534                       ;30052013      ;165841;10.170.1.9     ;ERR;                    ;42                                                                      
          ;       25101;   ;resultado ;                                        ;30052013      ;170434;10.170.1.9     ;OK ;                    ;respuesta enviada a TBK (ERR)                                           
          ;       25101;   ;resultado ;datoscom                                ;30052013      ;170434;10.170.1.9     ;Ok ;                    ;Error de Lectura en el Input (1)                                        
          ;       25101;   ;resultado ;                                        ;30052013      ;170434;10.170.1.9     ;ERR;                    ;1                                                                       
          ;       25105;   ;resultado ;                                        ;30052013      ;170445;10.170.1.9     ;OK ;                    ;respuesta enviada a TBK (ERR)                                           
          ;       25105;   ;resultado ;datoscom                                ;30052013      ;170445;10.170.1.9     ;Ok ;                    ;Error de Lectura en el Input (1)                                        
          ;       25105;   ;resultado ;                                        ;30052013      ;170445;10.170.1.9     ;ERR;                    ;1                                                                       
          ;       25107;   ;resultado ;                                        ;30052013      ;170448;10.170.1.9     ;OK ;                    ;respuesta enviada a TBK (ERR)                                           
          ;       25107;   ;resultado ;datoscom                                ;30052013      ;170448;10.170.1.9     ;Ok ;                    ;Error de Lectura en el Input (1)                                        
          ;       25107;   ;resultado ;                                        ;30052013      ;170448;10.170.1.9     ;ERR;                    ;1                                                                       
          ;       25108;   ;resultado ;                                        ;30052013      ;170448;10.170.1.9     ;OK ;                    ;respuesta enviada a TBK (ERR)                                           
          ;       25108;   ;resultado ;datoscom                                ;30052013      ;170448;10.170.1.9     ;Ok ;                    ;Error de Lectura en el Input (1)                                        
          ;       25108;   ;resultado ;                                        ;30052013      ;170448;10.170.1.9     ;ERR;                    ;1                                                                       
          ;       25109;   ;resultado ;                                        ;30052013      ;170448;10.170.1.9     ;OK ;                    ;respuesta enviada a TBK (ERR)                                           
          ;       25109;   ;resultado ;datoscom                                ;30052013      ;170448;10.170.1.9     ;Ok ;                    ;Error de Lectura en el Input (1)                                        
          ;       25109;   ;resultado ;                                        ;30052013      ;170448;10.170.1.9     ;ERR;                    ;1                                                                       
          ;       25110;   ;resultado ;                                        ;30052013      ;170449;10.170.1.9     ;OK ;                    ;respuesta enviada a TBK (ERR)                                           
          ;       25110;   ;resultado ;datoscom                                ;30052013      ;170449;10.170.1.9     ;Ok ;                    ;Error de Lectura en el Input (1)                                        
          ;       25110;   ;resultado ;                                        ;30052013      ;170449;10.170.1.9     ;ERR;                    ;1                                                                       
          ;       25111;   ;resultado ;                                        ;30052013      ;170449;10.170.1.9     ;OK ;                    ;respuesta enviada a TBK (ERR)                                           
          ;       25111;   ;resultado ;datoscom                                ;30052013      ;170449;10.170.1.9     ;Ok ;                    ;Error de Lectura en el Input (1)                                        
          ;       25111;   ;resultado ;                                        ;30052013      ;170449;10.170.1.9     ;ERR;                    ;1                                                                       
