          ;       14285;   ;Filtro    ;Inicio                                  ;29052013      ;125840;10.170.1.9     ;OK ;                    ;Inicio de filtrado                                                      
          ;       14839;   ;Filtro    ;tbk_param.txt                           ;29052013      ;131501;10.170.1.9     ;OK ;                    ;Archivo parseado                                                        
          ;       14839;   ;Filtro    ;Terminado                               ;29052013      ;131501;10.170.1.9     ;OK ;                    ;Datos Filtrados con exito                                               
          ;       14839;   ;sanitiza  ;inicio                                  ;29052013      ;131501;10.170.1.9     ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       14839;   ;sanitiza  ;Array                                   ;29052013      ;131501;10.170.1.9     ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       14839;   ;sanitiza  ;TBK_ORDEN_COMPRA                        ;29052013      ;131501;10.170.1.9     ;ERR;                    ;Caracteres no valido (whitelistcom)                                     
          ;       14839;   ;pago      ;                                        ;29052013      ;131501;10.170.1.9     ;ERR;                    ;308                                                                     
          ;       14849;   ;Filtro    ;Inicio                                  ;29052013      ;131526;10.170.1.9     ;OK ;                    ;Inicio de filtrado                                                      
          ;       14849;   ;Filtro    ;tbk_param.txt                           ;29052013      ;131526;10.170.1.9     ;OK ;                    ;Archivo parseado                                                        
          ;       14849;   ;Filtro    ;Terminado                               ;29052013      ;131526;10.170.1.9     ;OK ;                    ;Datos Filtrados con exito                                               
          ;       14849;   ;sanitiza  ;inicio                                  ;29052013      ;131526;10.170.1.9     ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       14849;   ;sanitiza  ;Array                                   ;29052013      ;131526;10.170.1.9     ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       14849;   ;sanitiza  ;Fin                                     ;29052013      ;131526;10.170.1.9     ;Ok ;                    ;Sanitizacion exitosa                                                    
9847726883;       14849;   ;pago      ;inicio                                  ;29052013      ;131526;10.170.1.9     ;OK ;597026007976        ;Parseo realizado                                                        
9847726883;       14849;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;131526;10.170.1.9     ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
9847726883;       14849;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;131526;10.170.1.9     ;OK ;597026007976        ;Mac generado                                                            
9847726883;       14849;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;131526;10.170.1.9     ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
9847726883;       14849;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;131526;10.170.1.9     ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
9847726883;       14849;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;131526;10.170.1.9     ;OK ;597026007976        ;Datos listos para ser enviados                                          
9847726883;       14849;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;131526;10.170.1.9     ;OK ;597026007976        ;Medio 2: Por redireccion                                                
9847726883;       14849;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;131526;10.170.1.9     ;OK ;597026007976        ;Redireccion web                                                         
9847726883;       14849;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;131526;10.170.1.9     ;OK ;597026007976        ;Todo OK                                                                 
          ;       16318;   ;Filtro    ;Inicio                                  ;29052013      ;142712;10.170.1.9     ;OK ;                    ;Inicio de filtrado                                                      
          ;       16318;   ;Filtro    ;tbk_param.txt                           ;29052013      ;142712;10.170.1.9     ;OK ;                    ;Archivo parseado                                                        
          ;       16318;   ;Filtro    ;Terminado                               ;29052013      ;142712;10.170.1.9     ;OK ;                    ;Datos Filtrados con exito                                               
          ;       16318;   ;sanitiza  ;inicio                                  ;29052013      ;142712;10.170.1.9     ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       16318;   ;sanitiza  ;Array                                   ;29052013      ;142712;10.170.1.9     ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       16318;   ;sanitiza  ;Fin                                     ;29052013      ;142712;10.170.1.9     ;Ok ;                    ;Sanitizacion exitosa                                                    
9852032361;       16318;   ;pago      ;inicio                                  ;29052013      ;142712;10.170.1.9     ;OK ;597026007976        ;Parseo realizado                                                        
9852032361;       16318;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;142712;10.170.1.9     ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
9852032361;       16318;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;142712;10.170.1.9     ;OK ;597026007976        ;Mac generado                                                            
9852032361;       16318;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;142712;10.170.1.9     ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
9852032361;       16318;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;142712;10.170.1.9     ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
9852032361;       16318;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;142712;10.170.1.9     ;OK ;597026007976        ;Datos listos para ser enviados                                          
9852032361;       16318;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;142712;10.170.1.9     ;OK ;597026007976        ;Medio 2: Por redireccion                                                
9852032361;       16318;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;142712;10.170.1.9     ;OK ;597026007976        ;Redireccion web                                                         
9852032361;       16318;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;142712;10.170.1.9     ;OK ;597026007976        ;Todo OK                                                                 
          ;       16590;   ;Filtro    ;Inicio                                  ;29052013      ;143513;10.170.1.9     ;OK ;                    ;Inicio de filtrado                                                      
          ;       16590;   ;Filtro    ;tbk_param.txt                           ;29052013      ;143513;10.170.1.9     ;OK ;                    ;Archivo parseado                                                        
          ;       16590;   ;Filtro    ;Terminado                               ;29052013      ;143513;10.170.1.9     ;OK ;                    ;Datos Filtrados con exito                                               
          ;       16590;   ;sanitiza  ;inicio                                  ;29052013      ;143513;10.170.1.9     ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       16590;   ;sanitiza  ;Array                                   ;29052013      ;143513;10.170.1.9     ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       16590;   ;sanitiza  ;Fin                                     ;29052013      ;143513;10.170.1.9     ;Ok ;                    ;Sanitizacion exitosa                                                    
9852513668;       16590;   ;pago      ;inicio                                  ;29052013      ;143513;10.170.1.9     ;OK ;597026007976        ;Parseo realizado                                                        
9852513668;       16590;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;143513;10.170.1.9     ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
9852513668;       16590;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;143513;10.170.1.9     ;OK ;597026007976        ;Mac generado                                                            
9852513668;       16590;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;143513;10.170.1.9     ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
9852513668;       16590;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;143513;10.170.1.9     ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
9852513668;       16590;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;143513;10.170.1.9     ;OK ;597026007976        ;Datos listos para ser enviados                                          
9852513668;       16590;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;143513;10.170.1.9     ;OK ;597026007976        ;Medio 2: Por redireccion                                                
9852513668;       16590;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;143513;10.170.1.9     ;OK ;597026007976        ;Redireccion web                                                         
9852513668;       16590;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;143513;10.170.1.9     ;OK ;597026007976        ;Todo OK                                                                 
          ;       16702;   ;Filtro    ;Inicio                                  ;29052013      ;143812;10.170.1.9     ;OK ;                    ;Inicio de filtrado                                                      
          ;       16702;   ;Filtro    ;tbk_param.txt                           ;29052013      ;143812;10.170.1.9     ;OK ;                    ;Archivo parseado                                                        
          ;       16702;   ;Filtro    ;Terminado                               ;29052013      ;143812;10.170.1.9     ;OK ;                    ;Datos Filtrados con exito                                               
          ;       16702;   ;sanitiza  ;inicio                                  ;29052013      ;143812;10.170.1.9     ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       16702;   ;sanitiza  ;Array                                   ;29052013      ;143812;10.170.1.9     ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       16702;   ;sanitiza  ;Fin                                     ;29052013      ;143812;10.170.1.9     ;Ok ;                    ;Sanitizacion exitosa                                                    
9852692379;       16702;   ;pago      ;inicio                                  ;29052013      ;143812;10.170.1.9     ;OK ;597026007976        ;Parseo realizado                                                        
9852692379;       16702;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;143812;10.170.1.9     ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
9852692379;       16702;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;143812;10.170.1.9     ;OK ;597026007976        ;Mac generado                                                            
9852692379;       16702;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;143812;10.170.1.9     ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
9852692379;       16702;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;143812;10.170.1.9     ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
9852692379;       16702;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;143812;10.170.1.9     ;OK ;597026007976        ;Datos listos para ser enviados                                          
9852692379;       16702;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;143812;10.170.1.9     ;OK ;597026007976        ;Medio 2: Por redireccion                                                
9852692379;       16702;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;143812;10.170.1.9     ;OK ;597026007976        ;Redireccion web                                                         
9852692379;       16702;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;143812;10.170.1.9     ;OK ;597026007976        ;Todo OK                                                                 
          ;       16728;   ;Filtro    ;Inicio                                  ;29052013      ;143933;10.170.1.9     ;OK ;                    ;Inicio de filtrado                                                      
          ;       16728;   ;Filtro    ;tbk_param.txt                           ;29052013      ;143933;10.170.1.9     ;OK ;                    ;Archivo parseado                                                        
          ;       16728;   ;Filtro    ;Terminado                               ;29052013      ;143933;10.170.1.9     ;OK ;                    ;Datos Filtrados con exito                                               
          ;       16728;   ;sanitiza  ;inicio                                  ;29052013      ;143933;10.170.1.9     ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       16728;   ;sanitiza  ;Array                                   ;29052013      ;143933;10.170.1.9     ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       16728;   ;sanitiza  ;Fin                                     ;29052013      ;143933;10.170.1.9     ;Ok ;                    ;Sanitizacion exitosa                                                    
9852773762;       16728;   ;pago      ;inicio                                  ;29052013      ;143933;10.170.1.9     ;OK ;597026007976        ;Parseo realizado                                                        
9852773762;       16728;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;143933;10.170.1.9     ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
9852773762;       16728;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;143933;10.170.1.9     ;OK ;597026007976        ;Mac generado                                                            
9852773762;       16728;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;143933;10.170.1.9     ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
9852773762;       16728;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;143933;10.170.1.9     ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
9852773762;       16728;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;143933;10.170.1.9     ;OK ;597026007976        ;Datos listos para ser enviados                                          
9852773762;       16728;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;143933;10.170.1.9     ;OK ;597026007976        ;Medio 2: Por redireccion                                                
9852773762;       16728;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;143933;10.170.1.9     ;OK ;597026007976        ;Redireccion web                                                         
9852773762;       16728;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;143933;10.170.1.9     ;OK ;597026007976        ;Todo OK                                                                 
          ;       16765;   ;Filtro    ;Inicio                                  ;29052013      ;144119;10.170.1.9     ;OK ;                    ;Inicio de filtrado                                                      
          ;       16765;   ;Filtro    ;tbk_param.txt                           ;29052013      ;144119;10.170.1.9     ;OK ;                    ;Archivo parseado                                                        
          ;       16765;   ;Filtro    ;Terminado                               ;29052013      ;144119;10.170.1.9     ;OK ;                    ;Datos Filtrados con exito                                               
          ;       16765;   ;sanitiza  ;inicio                                  ;29052013      ;144119;10.170.1.9     ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       16765;   ;sanitiza  ;Array                                   ;29052013      ;144119;10.170.1.9     ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       16765;   ;sanitiza  ;Fin                                     ;29052013      ;144119;10.170.1.9     ;Ok ;                    ;Sanitizacion exitosa                                                    
9852879085;       16765;   ;pago      ;inicio                                  ;29052013      ;144119;10.170.1.9     ;OK ;597026007976        ;Parseo realizado                                                        
9852879085;       16765;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144119;10.170.1.9     ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
9852879085;       16765;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144119;10.170.1.9     ;OK ;597026007976        ;Mac generado                                                            
9852879085;       16765;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144119;10.170.1.9     ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
9852879085;       16765;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144119;10.170.1.9     ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
9852879085;       16765;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144119;10.170.1.9     ;OK ;597026007976        ;Datos listos para ser enviados                                          
9852879085;       16765;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144119;10.170.1.9     ;OK ;597026007976        ;Medio 2: Por redireccion                                                
9852879085;       16765;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144119;10.170.1.9     ;OK ;597026007976        ;Redireccion web                                                         
9852879085;       16765;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144119;10.170.1.9     ;OK ;597026007976        ;Todo OK                                                                 
          ;       16783;   ;Filtro    ;Inicio                                  ;29052013      ;144217;10.170.1.9     ;OK ;                    ;Inicio de filtrado                                                      
          ;       16783;   ;Filtro    ;tbk_param.txt                           ;29052013      ;144217;10.170.1.9     ;OK ;                    ;Archivo parseado                                                        
          ;       16783;   ;Filtro    ;Terminado                               ;29052013      ;144217;10.170.1.9     ;OK ;                    ;Datos Filtrados con exito                                               
          ;       16783;   ;sanitiza  ;inicio                                  ;29052013      ;144217;10.170.1.9     ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       16783;   ;sanitiza  ;Array                                   ;29052013      ;144217;10.170.1.9     ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       16783;   ;sanitiza  ;Fin                                     ;29052013      ;144217;10.170.1.9     ;Ok ;                    ;Sanitizacion exitosa                                                    
9852937988;       16783;   ;pago      ;inicio                                  ;29052013      ;144217;10.170.1.9     ;OK ;597026007976        ;Parseo realizado                                                        
9852937988;       16783;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144217;10.170.1.9     ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
9852937988;       16783;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144217;10.170.1.9     ;OK ;597026007976        ;Mac generado                                                            
9852937988;       16783;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144217;10.170.1.9     ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
9852937988;       16783;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144218;10.170.1.9     ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
9852937988;       16783;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144218;10.170.1.9     ;OK ;597026007976        ;Datos listos para ser enviados                                          
9852937988;       16783;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144218;10.170.1.9     ;OK ;597026007976        ;Medio 2: Por redireccion                                                
9852937988;       16783;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144218;10.170.1.9     ;OK ;597026007976        ;Redireccion web                                                         
9852937988;       16783;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144218;10.170.1.9     ;OK ;597026007976        ;Todo OK                                                                 
          ;       16804;   ;Filtro    ;Inicio                                  ;29052013      ;144323;10.150.3.2     ;OK ;                    ;Inicio de filtrado                                                      
          ;       16804;   ;Filtro    ;tbk_param.txt                           ;29052013      ;144323;10.150.3.2     ;OK ;                    ;Archivo parseado                                                        
          ;       16804;   ;Filtro    ;Terminado                               ;29052013      ;144323;10.150.3.2     ;OK ;                    ;Datos Filtrados con exito                                               
          ;       16804;   ;sanitiza  ;inicio                                  ;29052013      ;144323;10.150.3.2     ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       16804;   ;sanitiza  ;Array                                   ;29052013      ;144323;10.150.3.2     ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       16804;   ;sanitiza  ;Fin                                     ;29052013      ;144323;10.150.3.2     ;Ok ;                    ;Sanitizacion exitosa                                                    
9853003252;       16804;   ;pago      ;inicio                                  ;29052013      ;144323;10.150.3.2     ;OK ;597026007976        ;Parseo realizado                                                        
9853003252;       16804;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144323;10.150.3.2     ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
9853003252;       16804;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144323;10.150.3.2     ;OK ;597026007976        ;Mac generado                                                            
9853003252;       16804;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144323;10.150.3.2     ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
9853003252;       16804;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144323;10.150.3.2     ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
9853003252;       16804;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144323;10.150.3.2     ;OK ;597026007976        ;Datos listos para ser enviados                                          
9853003252;       16804;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144323;10.150.3.2     ;OK ;597026007976        ;Medio 2: Por redireccion                                                
9853003252;       16804;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144323;10.150.3.2     ;OK ;597026007976        ;Redireccion web                                                         
9853003252;       16804;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144323;10.150.3.2     ;OK ;597026007976        ;Todo OK                                                                 
          ;       16925;   ;Filtro    ;Inicio                                  ;29052013      ;144550;10.150.3.2     ;OK ;                    ;Inicio de filtrado                                                      
          ;       16925;   ;Filtro    ;tbk_param.txt                           ;29052013      ;144550;10.150.3.2     ;OK ;                    ;Archivo parseado                                                        
          ;       16925;   ;Filtro    ;Terminado                               ;29052013      ;144550;10.150.3.2     ;OK ;                    ;Datos Filtrados con exito                                               
          ;       16925;   ;sanitiza  ;inicio                                  ;29052013      ;144550;10.150.3.2     ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       16925;   ;sanitiza  ;Array                                   ;29052013      ;144550;10.150.3.2     ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       16925;   ;sanitiza  ;Fin                                     ;29052013      ;144550;10.150.3.2     ;Ok ;                    ;Sanitizacion exitosa                                                    
9853150683;       16925;   ;pago      ;inicio                                  ;29052013      ;144550;10.150.3.2     ;OK ;597026007976        ;Parseo realizado                                                        
9853150683;       16925;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144550;10.150.3.2     ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
9853150683;       16925;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144550;10.150.3.2     ;OK ;597026007976        ;Mac generado                                                            
9853150683;       16925;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144550;10.150.3.2     ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
9853150683;       16925;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144550;10.150.3.2     ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
9853150683;       16925;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144550;10.150.3.2     ;OK ;597026007976        ;Datos listos para ser enviados                                          
9853150683;       16925;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144550;10.150.3.2     ;OK ;597026007976        ;Medio 2: Por redireccion                                                
9853150683;       16925;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144550;10.150.3.2     ;OK ;597026007976        ;Redireccion web                                                         
9853150683;       16925;   ;pago      ;https://certificacion.webpay.cl         ;29052013      ;144550;10.150.3.2     ;OK ;597026007976        ;Todo OK                                                                 
          ;       16939;   ;Filtro    ;Inicio                                  ;29052013      ;144628;10.150.3.2     ;OK ;                    ;Inicio de filtrado                                                      
          ;       16939;   ;Filtro    ;tbk_param.txt                           ;29052013      ;144628;10.150.3.2     ;OK ;                    ;Archivo parseado                                                        
          ;       16939;   ;Filtro    ;Terminado                               ;29052013      ;144628;10.150.3.2     ;OK ;                    ;Datos Filtrados con exito                                               
          ;       16939;   ;sanitiza  ;inicio                                  ;29052013      ;144628;10.150.3.2     ;OK ;                    ;Entrando a sanitizacion                                                 
